bom_id,bom_version,parent_type,parent_id,parent_code,child_type,child_id,child_code,child_name,relationship_type,sequence,line_number,quantity,unit,child_quantity,child_unit,base_quantity,effective_date,expiry_date,bom_category,assembly_set,issue_method,scrap_rate,created_by,created_date,status,alt_priority,alt_group_no,parent_material_code
BOM000097,V1.0,Material,M0002,ASSY-FC-BASIC,Material,M0063,PART-GNSS-UBLOX-M8N,uBlox M8N GPS模块,Standard,97,40,1.0,个,1.0,个,1,2024-01-01,9999-12-31,Consumer,是,按订单发料,0.01,System,2024-01-01,Active,0,2,ASSY-FC-BASIC
BOM000098,V1.0,Material,M0002,ASSY-FC-BASIC,Material,M0064,PART-COMPASS-QMC5883,QMC5883电子罗盘,Standard,98,50,1.0,颗,1.0,颗,1,2024-01-01,9999-12-31,Consumer,否,按工序发料,0.03,System,2024-01-01,Active,0,4,ASSY-FC-BASIC
BOM000099,V1.0,Material,M0002,ASSY-FC-BASIC,Material,M0065,COMP-FC-CASE-PLA,飞控塑料外壳,Standard,99,60,1.0,套,1.0,套,1,2024-01-01,9999-12-31,Consumer,否,按工序发料,0.0,System,2024-01-01,Active,0,,ASSY-FC-BASIC
BOM000100,V1.1,Material,M0011,ASSY-FC-ADV,Material,M0066,COMP-FC-PCB-A1,高级飞控主板,Standard,100,10,1.0,块,1.0,块,1,2024-01-01,9999-12-31,Professional,是,按订单发料,0.0,System,2024-01-01,Active,0,,ASSY-FC-ADV
BOM000101,V1.1,Material,M0011,ASSY-FC-ADV,Material,M0067,PART-IMU-ICM20689,ICM20689高精度IMU,Standard,101,20,2.0,颗,2.0,颗,1,2024-01-01,9999-12-31,Professional,是,按工序发料,0.0,System,2024-01-01,Active,0,,ASSY-FC-ADV
BOM000102,V1.1,Material,M0011,ASSY-FC-ADV,Material,M0068,PART-BARO-DPS310,DPS310高精度气压计,Standard,102,30,1.0,颗,1.0,颗,1,2024-01-01,9999-12-31,Professional,否,按工序发料,0.01,System,2024-01-01,Active,0,,ASSY-FC-ADV
BOM000103,V1.1,Material,M0011,ASSY-FC-ADV,Material,M0069,PART-GNSS-UBLOX-M9N,uBlox M9N多频GPS,Standard,103,40,1.0,个,1.0,个,1,2024-01-01,9999-12-31,Industrial,是,按订单发料,0.01,System,2024-01-01,Active,0,,ASSY-FC-ADV
BOM000104,V1.1,Material,M0011,ASSY-FC-ADV,Material,M0070,PART-COMPASS-IST8310,IST8310三轴罗盘,Standard,104,50,1.0,颗,1.0,颗,1,2024-01-01,9999-12-31,Consumer,否,按工序发料,0.0,System,2024-01-01,Active,0,,ASSY-FC-ADV
BOM000105,V1.1,Material,M0011,ASSY-FC-ADV,Material,M0071,COMP-FC-CASE-AL,飞控铝合金外壳,Standard,105,60,1.0,套,1.0,套,1,2024-01-01,9999-12-31,Professional,否,按工序发料,0.03,System,2024-01-01,Active,0,,ASSY-FC-ADV
BOM000106,V2.0,Material,M0021,ASSY-FC-RTK,Material,M0072,COMP-FC-PCB-R1,RTK飞控主板,Standard,106,10,1.0,块,1.0,块,1,2024-01-01,9999-12-31,Consumer,是,按订单发料,0.0,System,2024-01-01,Active,0,,ASSY-FC-RTK
BOM000107,V2.0,Material,M0021,ASSY-FC-RTK,Material,M0073,PART-IMU-ADIS16505,ADIS16505工业级IMU,Standard,107,20,1.0,个,1.0,个,1,2024-01-01,9999-12-31,Industrial,是,按订单发料,0.01,System,2024-01-01,Active,0,,ASSY-FC-RTK
BOM000108,V2.0,Material,M0021,ASSY-FC-RTK,Material,M0074,PART-GNSS-RTK-F9P,ZED-F9P RTK定位模块,Standard,108,30,1.0,个,1.0,个,1,2024-01-01,9999-12-31,Professional,是,按订单发料,0.0,System,2024-01-01,Active,0,,ASSY-FC-RTK
BOM000109,V2.0,Material,M0021,ASSY-FC-RTK,Material,M0075,PART-4G-MODULE,4G通信模块,Standard,109,40,1.0,个,1.0,个,1,2024-01-01,9999-12-31,Industrial,是,按订单发料,0.01,System,2024-01-01,Active,0,,ASSY-FC-RTK
BOM000110,V2.0,Material,M0021,ASSY-FC-RTK,Material,M0076,COMP-FC-CASE-AL-IND,工业级铝合金外壳,Standard,110,50,1.0,套,1.0,套,1,2024-01-01,9999-12-31,Industrial,否,按工序发料,0.02,System,2024-01-01,Active,0,,ASSY-FC-RTK
BOM000111,V2.0,Material,M0004,ASSY-PWR-STD,Material,M0077,PART-MOTOR-2212-920KV,2212 920KV无刷电机,Standard,111,10,4.0,个,4.0,个,1,2024-01-01,9999-12-31,Industrial,是,按订单发料,0.03,System,2024-01-01,Active,0,,ASSY-PWR-STD
BOM000112,V2.0,Material,M0004,ASSY-PWR-STD,Material,M0078,PART-ESC-30A,30A电调,Standard,112,20,4.0,个,4.0,个,1,2024-01-01,9999-12-31,Professional,是,按订单发料,0.01,System,2024-01-01,Active,0,,ASSY-PWR-STD
BOM000113,V2.0,Material,M0004,ASSY-PWR-STD,Material,M0079,PART-PROP-9045,9045塑料螺旋桨,Standard,113,30,4.0,副,8.0,片,1,2024-01-01,9999-12-31,Industrial,是,按订单发料,0.02,System,2024-01-01,Active,0,,ASSY-PWR-STD
BOM000114,V2.0,Material,M0004,ASSY-PWR-STD,Material,M0080,PART-CABLE-ESC,电调连接线,Standard,114,40,4.0,根,4.0,根,1,2024-01-01,9999-12-31,Professional,否,倒冲,0.01,System,2024-01-01,Active,0,,ASSY-PWR-STD
BOM000115,V1.0,Material,M0013,ASSY-PWR-EFF,Material,M0081,PART-MOTOR-2312-960KV,2312 960KV高效电机,Standard,115,10,4.0,个,4.0,个,1,2024-01-01,9999-12-31,Consumer,是,按订单发料,0.01,System,2024-01-01,Active,0,,ASSY-PWR-EFF
BOM000116,V1.0,Material,M0013,ASSY-PWR-EFF,Material,M0082,PART-ESC-40A,40A电调,Standard,116,20,4.0,个,4.0,个,1,2024-01-01,9999-12-31,Industrial,是,按订单发料,0.01,System,2024-01-01,Active,0,,ASSY-PWR-EFF
BOM000117,V1.0,Material,M0013,ASSY-PWR-EFF,Material,M0083,PART-PROP-9450-CF,9450碳纤维螺旋桨,Standard,117,30,4.0,副,8.0,片,1,2024-01-01,9999-12-31,Industrial,是,按订单发料,0.01,System,2024-01-01,Active,0,,ASSY-PWR-EFF
BOM000118,V1.0,Material,M0013,ASSY-PWR-EFF,Material,M0084,PART-CABLE-ESC-SIL,硅胶电调线,Standard,118,40,4.0,根,4.0,根,1,2024-01-01,9999-12-31,Consumer,否,倒冲,0.03,System,2024-01-01,Active,0,,ASSY-PWR-EFF
BOM000119,V2.0,Material,M0023,ASSY-PWR-TQ,Material,M0085,PART-MOTOR-4114-400KV,4114 400KV高扭矩电机,Standard,119,10,6.0,个,6.0,个,1,2024-01-01,9999-12-31,Industrial,是,按订单发料,0.02,System,2024-01-01,Active,0,,ASSY-PWR-TQ
BOM000120,V2.0,Material,M0023,ASSY-PWR-TQ,Material,M0086,PART-ESC-50A-FOC,50A FOC电调,Standard,120,20,6.0,个,6.0,个,1,2024-01-01,9999-12-31,Industrial,是,按订单发料,0.01,System,2024-01-01,Active,0,,ASSY-PWR-TQ
BOM000121,V2.0,Material,M0023,ASSY-PWR-TQ,Material,M0087,PART-PROP-1755-CF,1755碳纤维螺旋桨,Standard,121,30,6.0,副,12.0,片,1,2024-01-01,9999-12-31,Professional,是,按订单发料,0.01,System,2024-01-01,Active,0,,ASSY-PWR-TQ
BOM000122,V2.0,Material,M0023,ASSY-PWR-TQ,Material,M0088,PART-CABLE-ESC-HD,加强型电调线,Standard,122,40,6.0,根,6.0,根,1,2024-01-01,9999-12-31,Consumer,否,倒冲,0.01,System,2024-01-01,Active,0,,ASSY-PWR-TQ
BOM000123,V1.1,Material,M0024,ASSY-BAT-DUAL,Material,M0089,PART-BAT-6S-10000,6S10000mAh智能电池,Standard,123,10,2.0,块,2.0,块,1,2024-01-01,9999-12-31,Professional,是,按订单发料,0.02,System,2024-01-01,Active,0,,ASSY-BAT-DUAL
BOM000124,V1.1,Material,M0024,ASSY-BAT-DUAL,Material,M0090,COMP-BAT-MANAGER,双电池管理模块,Standard,124,20,1.0,块,1.0,块,1,2024-01-01,9999-12-31,Industrial,是,按订单发料,0.0,System,2024-01-01,Active,0,,ASSY-BAT-DUAL
BOM000125,V1.1,Material,M0024,ASSY-BAT-DUAL,Material,M0091,COMP-BAT-MOUNT,电池固定架,Standard,125,30,1.0,套,1.0,套,1,2024-01-01,9999-12-31,Industrial,否,按工序发料,0.01,System,2024-01-01,Active,0,,ASSY-BAT-DUAL
BOM000126,V1.1,Material,M0060,COMP-FC-PCB-B1,Material,M0092,PART-MCU-STM32F427,STM32F427主控芯片,Standard,126,10,1.0,颗,1.0,颗,1,2024-01-01,9999-12-31,Industrial,是,按工序发料,0.02,System,2024-01-01,Active,0,,COMP-FC-PCB-B1
BOM000127,V1.1,Material,M0060,COMP-FC-PCB-B1,Material,M0093,PART-PCB-FC-4L,4层飞控PCB板,Standard,127,20,1.0,块,1.0,块,1,2024-01-01,9999-12-31,Industrial,是,按工序发料,0.02,System,2024-01-01,Active,0,,COMP-FC-PCB-B1
BOM000128,V1.1,Material,M0060,COMP-FC-PCB-B1,Material,M0094,PART-CRYSTAL-8M,8MHz晶振,Standard,128,30,1.0,颗,1.0,颗,1,2024-01-01,9999-12-31,Consumer,否,倒冲,0.01,System,2024-01-01,Active,0,,COMP-FC-PCB-B1
BOM000129,V1.1,Material,M0060,COMP-FC-PCB-B1,Material,M0095,PART-CRYSTAL-32K,32.768KHz晶振,Standard,129,40,1.0,颗,1.0,颗,1,2024-01-01,9999-12-31,Professional,否,倒冲,0.03,System,2024-01-01,Active,0,,COMP-FC-PCB-B1
BOM000130,V1.1,Material,M0060,COMP-FC-PCB-B1,Material,M0096,PART-POWER-REG-5V,5V稳压芯片,Standard,130,50,2.0,颗,2.0,颗,1,2024-01-01,9999-12-31,Consumer,否,倒冲,0.03,System,2024-01-01,Active,0,,COMP-FC-PCB-B1
BOM000131,V1.1,Material,M0060,COMP-FC-PCB-B1,Material,M0097,PART-POWER-REG-3.3V,3.3V稳压芯片,Standard,131,60,2.0,颗,2.0,颗,1,2024-01-01,9999-12-31,Professional,否,倒冲,0.01,System,2024-01-01,Active,0,,COMP-FC-PCB-B1
BOM000132,V1.1,Material,M0060,COMP-FC-PCB-B1,Material,M0098,PART-CONN-DF13-6P,DF13 6PIN连接器,Standard,132,70,4.0,个,4.0,个,1,2024-01-01,9999-12-31,Industrial,否,倒冲,0.02,System,2024-01-01,Active,0,,COMP-FC-PCB-B1
BOM000133,V1.1,Material,M0060,COMP-FC-PCB-B1,Material,M0099,PART-RES-SMD-0402,0402贴片电阻,Standard,133,80,80.0,颗,80.0,颗,1,2024-01-01,9999-12-31,Professional,否,倒冲,0.02,System,2024-01-01,Active,0,,COMP-FC-PCB-B1
BOM000134,V1.1,Material,M0060,COMP-FC-PCB-B1,Material,M0100,PART-CAP-SMD-0402,0402贴片电容,Standard,134,90,60.0,颗,60.0,颗,1,2024-01-01,9999-12-31,Consumer,否,倒冲,0.01,System,2024-01-01,Active,0,,COMP-FC-PCB-B1
BOM000135,V1.0,Material,M0066,COMP-FC-PCB-A1,Material,M0101,PART-MCU-STM32H743,STM32H743高性能芯片,Standard,135,10,1.0,颗,1.0,颗,1,2024-01-01,9999-12-31,Industrial,是,按工序发料,0.01,System,2024-01-01,Active,0,,COMP-FC-PCB-A1
BOM000136,V1.0,Material,M0066,COMP-FC-PCB-A1,Material,M0102,PART-PCB-FC-6L,6层飞控PCB板,Standard,136,20,1.0,块,1.0,块,1,2024-01-01,9999-12-31,Industrial,是,按工序发料,0.03,System,2024-01-01,Active,0,,COMP-FC-PCB-A1
BOM000137,V1.0,Material,M0066,COMP-FC-PCB-A1,Material,M0103,PART-CRYSTAL-25M,25MHz晶振,Standard,137,30,1.0,颗,1.0,颗,1,2024-01-01,9999-12-31,Consumer,否,倒冲,0.01,System,2024-01-01,Active,0,,COMP-FC-PCB-A1
BOM000138,V1.0,Material,M0066,COMP-FC-PCB-A1,Material,M0104,PART-POWER-REG-5V-3A,5V 3A稳压模块,Standard,138,40,1.0,颗,1.0,颗,1,2024-01-01,9999-12-31,Consumer,否,倒冲,0.02,System,2024-01-01,Active,0,,COMP-FC-PCB-A1
BOM000139,V1.0,Material,M0066,COMP-FC-PCB-A1,Material,M0105,PART-CONN-GH-1.25-6P,GH1.25 6PIN连接器,Standard,139,50,6.0,个,6.0,个,1,2024-01-01,9999-12-31,Industrial,否,倒冲,0.02,System,2024-01-01,Active,0,,COMP-FC-PCB-A1
BOM000140,V1.0,Material,M0066,COMP-FC-PCB-A1,Material,M0106,PART-RES-SMD-0201,0201贴片电阻,Standard,140,60,120.0,颗,120.0,颗,1,2024-01-01,9999-12-31,Professional,否,倒冲,0.0,System,2024-01-01,Active,0,,COMP-FC-PCB-A1
BOM000141,V1.0,Material,M0066,COMP-FC-PCB-A1,Material,M0107,PART-CAP-SMD-0201,0201贴片电容,Standard,141,70,100.0,颗,100.0,颗,1,2024-01-01,9999-12-31,Professional,否,倒冲,0.02,System,2024-01-01,Active,0,,COMP-FC-PCB-A1
BOM000142,V1.1,Material,M0072,COMP-FC-PCB-R1,Material,M0108,PART-MCU-STM32H753,STM32H753双核芯片,Standard,142,10,1.0,颗,1.0,颗,1,2024-01-01,9999-12-31,Professional,是,按工序发料,0.03,System,2024-01-01,Active,0,,COMP-FC-PCB-R1
BOM000143,V1.1,Material,M0072,COMP-FC-PCB-R1,Material,M0109,PART-PCB-FC-8L,8层飞控PCB板,Standard,143,20,1.0,块,1.0,块,1,2024-01-01,9999-12-31,Industrial,是,按工序发料,0.0,System,2024-01-01,Active,0,,COMP-FC-PCB-R1
BOM000144,V1.1,Material,M0072,COMP-FC-PCB-R1,Material,M0110,PART-FPGA-ICE40,ICE40 FPGA,Standard,144,30,1.0,颗,1.0,颗,1,2024-01-01,9999-12-31,Consumer,是,按工序发料,0.01,System,2024-01-01,Active,0,,COMP-FC-PCB-R1
BOM000145,V1.1,Material,M0072,COMP-FC-PCB-R1,Material,M0111,PART-CONN-GH-1.25-10P,GH1.25 10PIN连接器,Standard,145,40,4.0,个,4.0,个,1,2024-01-01,9999-12-31,Professional,否,倒冲,0.01,System,2024-01-01,Active,0,,COMP-FC-PCB-R1
BOM000146,V1.0,Material,M0042,COMP-FRAME-PLA,Material,M0112,RAW-ABS-PELLET,ABS塑料粒子,Standard,146,10,0.15,千克,150.0,克,1,2024-01-01,9999-12-31,Industrial,否,倒冲,0.01,System,2024-01-01,Active,0,,COMP-FRAME-PLA
BOM000147,V2.0,Material,M0048,COMP-FRAME-CF,Material,M0113,RAW-CF-PLATE-3MM,3mm碳纤维板,Standard,147,10,0.3,平米,3000.0,平方厘米,1,2024-01-01,9999-12-31,Industrial,否,倒冲,0.01,System,2024-01-01,Active,0,,COMP-FRAME-CF
BOM000148,V2.0,Material,M0048,COMP-FRAME-CF,Material,M0114,PART-SCREW-M2.5-8,M2.5x8螺钉,Standard,148,20,16.0,颗,16.0,颗,1,2024-01-01,9999-12-31,Consumer,否,倒冲,0.03,System,2024-01-01,Active,0,,COMP-FRAME-CF
BOM000149,V2.0,Material,M0049,COMP-ARM-CF-TUBE,Material,M0115,RAW-CF-TUBE-16MM,16mm碳纤维管,Standard,149,10,0.5,米,50.0,厘米,1,2024-01-01,9999-12-31,Industrial,否,倒冲,0.0,System,2024-01-01,Active,0,,COMP-ARM-CF-TUBE
BOM000150,V1.0,Material,M0090,COMP-BAT-MANAGER,Material,M0116,PART-PCB-2L,2层PCB板,Standard,150,10,1.0,块,1.0,块,1,2024-01-01,9999-12-31,Professional,否,按工序发料,0.02,System,2024-01-01,Active,0,,COMP-BAT-MANAGER
BOM000151,V1.0,Material,M0090,COMP-BAT-MANAGER,Material,M0117,PART-MOSFET-DUAL,双路MOSFET,Standard,151,20,2.0,颗,2.0,颗,1,2024-01-01,9999-12-31,Professional,否,倒冲,0.02,System,2024-01-01,Active,0,,COMP-BAT-MANAGER
BOM000152,V1.0,Material,M0090,COMP-BAT-MANAGER,Material,M0118,PART-MCU-STM32F103,STM32F103控制芯片,Standard,152,30,1.0,颗,1.0,颗,1,2024-01-01,9999-12-31,Professional,否,倒冲,0.03,System,2024-01-01,Active,0,,COMP-BAT-MANAGER
BOM000153,V1.1,Material,M0092,PART-MCU-STM32F427,Material,M0119,RAW-SI-WAFER-8IN,8英寸硅晶圆,Standard,153,10,0.00005,片,0.05,毫片,1,2024-01-01,9999-12-31,Consumer,否,倒冲,0.0,System,2024-01-01,Active,0,,PART-MCU-STM32F427
BOM000154,V1.0,Material,M0101,PART-MCU-STM32H743,Material,M0120,RAW-SI-WAFER-12IN,12英寸硅晶圆,Standard,154,10,0.00003,片,0.03,毫片,1,2024-01-01,9999-12-31,Professional,否,倒冲,0.03,System,2024-01-01,Active,0,,PART-MCU-STM32H743
BOM000155,V1.0,Material,M0108,PART-MCU-STM32H753,Material,M0120,RAW-SI-WAFER-12IN,12英寸硅晶圆,Standard,155,10,0.00003,片,0.03,毫片,1,2024-01-01,9999-12-31,Consumer,否,倒冲,0.0,System,2024-01-01,Active,0,,PART-MCU-STM32H753
BOM000156,V1.0,Material,M0077,PART-MOTOR-2212-920KV,Material,M0121,RAW-NEODYMIUM,钕铁硼磁性材料,Standard,156,10,0.015,千克,15.0,克,1,2024-01-01,9999-12-31,Industrial,否,倒冲,0.03,System,2024-01-01,Active,0,,PART-MOTOR-2212-920KV
BOM000157,V1.0,Material,M0077,PART-MOTOR-2212-920KV,Material,M0122,RAW-COPPER-WIRE,铜漆包线,Standard,157,20,0.05,千克,50.0,克,1,2024-01-01,9999-12-31,Industrial,否,倒冲,0.03,System,2024-01-01,Active,0,,PART-MOTOR-2212-920KV
BOM000158,V1.0,Material,M0077,PART-MOTOR-2212-920KV,Material,M0123,RAW-AL-ALLOY,铝合金材料,Standard,158,30,0.08,千克,80.0,克,1,2024-01-01,9999-12-31,Industrial,否,倒冲,0.03,System,2024-01-01,Active,0,,PART-MOTOR-2212-920KV
BOM000159,V2.0,Material,M0081,PART-MOTOR-2312-960KV,Material,M0121,RAW-NEODYMIUM,钕铁硼磁性材料,Standard,159,10,0.02,千克,20.0,克,1,2024-01-01,9999-12-31,Consumer,否,倒冲,0.03,System,2024-01-01,Active,0,,PART-MOTOR-2312-960KV
BOM000160,V2.0,Material,M0081,PART-MOTOR-2312-960KV,Material,M0122,RAW-COPPER-WIRE,铜漆包线,Standard,160,20,0.06,千克,60.0,克,1,2024-01-01,9999-12-31,Professional,否,倒冲,0.02,System,2024-01-01,Active,0,,PART-MOTOR-2312-960KV
BOM000161,V2.0,Material,M0081,PART-MOTOR-2312-960KV,Material,M0123,RAW-AL-ALLOY,铝合金材料,Standard,161,30,0.1,千克,100.0,克,1,2024-01-01,9999-12-31,Industrial,否,倒冲,0.01,System,2024-01-01,Active,0,,PART-MOTOR-2312-960KV
BOM000162,V2.0,Material,M0085,PART-MOTOR-4114-400KV,Material,M0121,RAW-NEODYMIUM,钕铁硼磁性材料,Standard,162,10,0.045,千克,45.0,克,1,2024-01-01,9999-12-31,Consumer,否,倒冲,0.03,System,2024-01-01,Active,0,,PART-MOTOR-4114-400KV
BOM000163,V2.0,Material,M0085,PART-MOTOR-4114-400KV,Material,M0122,RAW-COPPER-WIRE,铜漆包线,Standard,163,20,0.15,千克,150.0,克,1,2024-01-01,9999-12-31,Professional,否,倒冲,0.0,System,2024-01-01,Active,0,,PART-MOTOR-4114-400KV
BOM000164,V2.0,Material,M0085,PART-MOTOR-4114-400KV,Material,M0123,RAW-AL-ALLOY,铝合金材料,Standard,164,30,0.25,千克,250.0,克,1,2024-01-01,9999-12-31,Professional,否,倒冲,0.02,System,2024-01-01,Active,0,,PART-MOTOR-4114-400KV
BOM000165,V1.0,Material,M0005,PART-BAT-2S-3000,Material,M0124,RAW-LIPO-CELL,锂聚合物电芯,Standard,165,10,0.08,千克,80.0,克,1,2024-01-01,9999-12-31,Professional,否,倒冲,0.01,System,2024-01-01,Active,0,,PART-BAT-2S-3000
BOM000166,V1.0,Material,M0008,PART-BAT-3S-4000,Material,M0124,RAW-LIPO-CELL,锂聚合物电芯,Standard,166,10,0.12,千克,120.0,克,1,2024-01-01,9999-12-31,Professional,否,倒冲,0.02,System,2024-01-01,Active,0,,PART-BAT-3S-4000
BOM000167,V1.1,Material,M0014,PART-BAT-4S-5200,Material,M0124,RAW-LIPO-CELL,锂聚合物电芯,Standard,167,10,0.18,千克,180.0,克,1,2024-01-01,9999-12-31,Consumer,否,倒冲,0.02,System,2024-01-01,Active,0,,PART-BAT-4S-5200
BOM000168,V2.0,Material,M0089,PART-BAT-6S-10000,Material,M0124,RAW-LIPO-CELL,锂聚合物电芯,Standard,168,10,0.35,千克,350.0,克,1,2024-01-01,9999-12-31,Consumer,否,倒冲,0.01,System,2024-01-01,Active,0,,PART-BAT-6S-10000
BOM000169,V1.1,Material,M0034,PART-BAT-12S-16000,Material,M0124,RAW-LIPO-CELL,锂聚合物电芯,Standard,169,10,1.2,千克,1200.0,克,1,2024-01-01,9999-12-31,Professional,否,倒冲,0.02,System,2024-01-01,Active,0,,PART-BAT-12S-16000
BOM000170,V1.0,Material,M0040,PART-BAT-12S-22000,Material,M0124,RAW-LIPO-CELL,锂聚合物电芯,Standard,170,10,1.8,千克,1800.0,克,1,2024-01-01,9999-12-31,Professional,否,倒冲,0.02,System,2024-01-01,Active,0,,PART-BAT-12S-22000
BOM000171,V1.0,Material,M0093,PART-PCB-FC-4L,Material,M0125,RAW-FR4-CCL,FR4覆铜板,Standard,171,10,0.05,平米,500.0,平方厘米,1,2024-01-01,9999-12-31,Professional,否,倒冲,0.01,System,2024-01-01,Active,0,,PART-PCB-FC-4L
BOM000172,V2.0,Material,M0102,PART-PCB-FC-6L,Material,M0125,RAW-FR4-CCL,FR4覆铜板,Standard,172,10,0.06,平米,600.0,平方厘米,1,2024-01-01,9999-12-31,Professional,否,倒冲,0.01,System,2024-01-01,Active,0,,PART-PCB-FC-6L
BOM000173,V1.1,Material,M0109,PART-PCB-FC-8L,Material,M0125,RAW-FR4-CCL,FR4覆铜板,Standard,173,10,0.08,平米,800.0,平方厘米,1,2024-01-01,9999-12-31,Consumer,否,倒冲,0.0,System,2024-01-01,Active,0,,PART-PCB-FC-8L
BOM000174,V1.0,Material,M0002,ASSY-FC-BASIC,Material,M0067,PART-IMU-ICM20689,ICM20689高精度IMU,Standard,174,100,1.0,颗,1.0,颗,1,2024-01-01,9999-12-31,Consumer,是,按工序发料,0.0,System,2024-01-01,Active,1,1,ASSY-FC-BASIC
BOM000175,V1.0,Material,M0002,ASSY-FC-BASIC,Material,M0069,PART-GNSS-UBLOX-M9N,uBlox M9N多频GPS,Standard,175,110,1.0,个,1.0,个,1,2024-01-01,9999-12-31,Consumer,是,按订单发料,0.01,System,2024-01-01,Active,1,2,ASSY-FC-BASIC
BOM000176,V1.0,Material,M0002,ASSY-FC-BASIC,Material,M0068,PART-BARO-DPS310,DPS310高精度气压计,Standard,176,120,1.0,颗,1.0,颗,1,2024-01-01,9999-12-31,Consumer,否,按工序发料,0.02,System,2024-01-01,Active,1,3,ASSY-FC-BASIC
BOM000177,V1.0,Material,M0002,ASSY-FC-BASIC,Material,M0070,PART-COMPASS-IST8310,IST8310三轴罗盘,Standard,177,130,1.0,颗,1.0,颗,1,2024-01-01,9999-12-31,Consumer,否,按工序发料,0.03,System,2024-01-01,Active,1,4,ASSY-FC-BASIC
