procurement_id,procurement_number,procurement_date,supplier_id,supplier_code,supplier_name,material_id,material_code,material_name,warehouse_id,warehouse_name,quantity,unit_price,total_amount,currency,tax_rate,payment_terms,logistics_provider,tracking_number,ship_date,estimated_delivery_date,actual_delivery_date,inspection_status,notes,created_date,status,po_number,delivery_batch,total_batches
PR0000298,PO-202212-970964,2022-12-11,SUP-022,SUP-022,豪威科技（OmniVision）,M0099,PART-RES-SMD-0402,0402贴片电阻,WH002,电子材料仓,1124,196.55,220922.2,USD,0.13,月结45天,韵达快递,LOG20221214884219,2022-12-14,2023-02-02,2023-02-02,已验收,,2022-12-11,Active,,,
PR0000009,PO-202212-981134,2022-12-27,SUP-023,SUP-023,舜宇光学科技有限公司,M0003,PART-CAM-FIX-12MP,1200万像素固定相机,WH002,电子材料仓,330,4002.82,1320930.6,CNY,0.13,月结30天,圆通速递,LOG20221228366356,2022-12-28,2023-02-01,,验收中,,2022-12-27,Active,,,
PR0000299,PO-202212-983498,2022-12-22,SUP-022,SUP-022,豪威科技（OmniVision）,M0099,PART-RES-SMD-0402,0402贴片电阻,WH002,电子材料仓,1441,208.91,301039.31,USD,0.13,月结45天,中铁快运,LOG20221224289656,2022-12-24,2023-02-12,2023-02-12,已验收,,2022-12-22,Active,,,
PR0000174,PO-202212-990352,2022-12-20,SUP-006,SUP-006,楼氏电子（Knowles）,M0057,COMP-LG-AL-IND,工业铝合金起落架,WH002,电子材料仓,1399,4293.58,6006718.42,USD,0.13,月结45天,京东物流,LOG20221221199228,2022-12-21,2023-01-30,2023-01-30,已验收,,2022-12-20,Active,,,
PR0000154,PO-202212-996714,2022-12-20,SUP-031,SUP-031,台积电（TSMC）,M0051,COMP-LG-CF,碳纤维起落架,WH002,电子材料仓,1124,522.79,587615.96,USD,0.13,信用证,顺丰速运,LOG20221222877898,2022-12-22,2023-04-21,2023-04-21,已验收,,2022-12-20,Active,,,
PR0000068,PO-202301-106222,2023-01-27,SUP-007,SUP-007,u-blox瑞士公司,M0024,ASSY-BAT-DUAL,双电池冗余系统,WH003,配件仓,728,2771.6,2017724.8,USD,0.13,信用证,申通快递,LOG20230128704040,2023-01-28,2023-03-19,,待验收,,2023-01-27,Active,,,
PR0000358,PO-202301-111139,2023-01-20,SUP-028,SUP-028,台州塑料注塑成型公司,M0120,RAW-SI-WAFER-12IN,12英寸硅晶圆,WH005,原材料仓,1498,639.72,958300.56,CNY,0.13,款到发货,安能物流,LOG20230121287890,2023-01-21,2023-01-31,2023-01-31,已验收,,2023-01-20,Active,,,
PR0000097,PO-202301-112802,2023-01-20,SUP-043,SUP-043,深圳无线通信技术公司,M0033,PART-FRAME-HEX-CF,六轴碳纤维机架,WH002,电子材料仓,1244,848.74,1055832.56,CNY,0.13,月结30天,德邦物流,LOG20230122195718,2023-01-22,2023-02-11,,验收中,,2023-01-20,Active,,,
PR0000108,PO-202301-113248,2023-01-14,SUP-011,SUP-011,T-Motor无刷电机有限公司,M0037,PART-MOTOR-5010-PRO,5010重载无刷电机,WH004,机电仓,711,1906.04,1355194.44,CNY,0.13,月结45天,中通快递,LOG20230115434510,2023-01-15,2023-02-04,,待验收,提前交付,2023-01-14,Active,,,
PR0000356,PO-202301-133003,2023-01-29,SUP-028,SUP-028,台州塑料注塑成型公司,M0120,RAW-SI-WAFER-12IN,12英寸硅晶圆,WH005,原材料仓,1439,605.13,870782.07,CNY,0.13,款到发货,安能物流,LOG20230130412889,2023-01-30,2023-02-09,2023-02-09,已验收,提前交付,2023-01-29,Active,,,
PR0000178,PO-202301-143383,2023-01-24,SUP-007,SUP-007,u-blox瑞士公司,M0058,PART-SCREW-M4-16,M4x16螺钉,WH002,电子材料仓,1012,2441.4,2470696.8,USD,0.13,信用证,顺丰速运,LOG20230125963619,2023-01-25,2023-03-16,2023-03-16,已验收,,2023-01-24,Active,,,
PR0000186,PO-202301-155845,2023-01-30,SUP-005,SUP-005,深圳矽递科技有限公司,M0061,PART-IMU-MPU6050,MPU6050六轴传感器,WH002,电子材料仓,692,1418.51,981608.92,CNY,0.13,月结30天,圆通速递,LOG20230131768532,2023-01-31,2023-03-07,,验收中,,2023-01-30,Active,,,
PR0000149,PO-202301-159522,2023-01-18,SUP-024,SUP-024,深圳云台技术有限公司,M0049,COMP-ARM-CF-TUBE,碳纤维机臂管,WH002,电子材料仓,1632,3510.59,5729282.88,CNY,0.13,月结45天,德邦物流,LOG20230120189313,2023-01-20,2023-02-14,2023-02-14,已验收,,2023-01-18,Active,,,
PR0000105,PO-202301-164488,2023-01-04,SUP-022,SUP-022,豪威科技（OmniVision）,M0036,PART-FRAME-HEX-CF-HD,六轴重载碳纤维机架,WH002,电子材料仓,955,1666.25,1591268.75,USD,0.13,月结45天,中铁快运,LOG20230107305125,2023-01-07,2023-02-26,2023-02-26,已验收,,2023-01-04,Active,,,
PR0000224,PO-202301-167722,2023-01-03,SUP-007,SUP-007,u-blox瑞士公司,M0074,PART-GNSS-RTK-F9P,ZED-F9P RTK定位模块,WH002,电子材料仓,591,3577.43,2114261.13,USD,0.13,信用证,中通快递,LOG20230105336622,2023-01-05,2023-02-24,2023-02-24,已验收,,2023-01-03,Active,,,
PR0000277,PO-202301-182054,2023-01-06,SUP-002,SUP-002,德州仪器（TI）中国代理,M0092,PART-MCU-STM32F427,STM32F427主控芯片,WH002,电子材料仓,574,724.73,415995.02,USD,0.13,月结45天,安能物流,LOG20230107664815,2023-01-07,2023-03-23,,待验收,需加急处理,2023-01-06,Active,,,
PR0000350,PO-202301-182184,2023-01-11,SUP-034,SUP-034,东莞FR4覆铜板厂,M0117,PART-MOSFET-DUAL,双路MOSFET,WH002,电子材料仓,886,4899.53,4340983.58,CNY,0.13,款到发货,中通快递,LOG20230113682556,2023-01-13,2023-01-28,2023-01-28,已验收,部分延期,2023-01-11,Active,,,
PR0000146,PO-202301-195974,2023-01-03,SUP-024,SUP-024,深圳云台技术有限公司,M0049,COMP-ARM-CF-TUBE,碳纤维机臂管,WH002,电子材料仓,731,3224.89,2357394.59,CNY,0.13,月结45天,顺丰速运,LOG20230104499642,2023-01-04,2023-01-29,,待验收,,2023-01-03,Active,,,
PR0000022,PO-202301-204165,2023-01-26,SUP-019,SUP-019,LG化学电池韩国,M0008,PART-BAT-3S-4000,增强智能电池3S4000mAh,WH003,配件仓,270,681.51,184007.7,USD,0.13,信用证,顺丰速运,LOG20230129333829,2023-01-29,2023-02-28,,验收中,,2023-01-26,Active,,,
PR0000366,PO-202301-204843,2023-01-08,SUP-027,SUP-027,深圳铝合金精密加工厂,M0123,RAW-AL-ALLOY,铝合金材料,WH005,原材料仓,1322,3911.32,5170765.04,CNY,0.13,款到发货,申通快递,LOG20230110668946,2023-01-10,2023-01-25,2023-01-25,已验收,,2023-01-08,Active,,,
PR0000173,PO-202301-215066,2023-01-01,SUP-006,SUP-006,楼氏电子（Knowles）,M0057,COMP-LG-AL-IND,工业铝合金起落架,WH002,电子材料仓,1399,4341.75,6074108.25,USD,0.13,月结45天,韵达快递,LOG20230103132554,2023-01-03,2023-02-12,2023-02-12,已验收,,2023-01-01,Active,,,
PR0000138,PO-202301-216760,2023-01-28,SUP-021,SUP-021,索尼半导体解决方案,M0046,PART-SCREW-M3-10,M3x10螺钉,WH002,电子材料仓,1042,3678.71,3833215.82,USD,0.13,月结60天,京东物流,LOG20230130273071,2023-01-30,2023-03-31,,待验收,质量合格,2023-01-28,Active,,,
PR0000166,PO-202301-239149,2023-01-25,SUP-005,SUP-005,深圳矽递科技有限公司,M0055,COMP-ARM-CF-TUBE-HD,加强型碳纤维机臂,WH002,电子材料仓,1643,537.06,882389.58,CNY,0.13,月结30天,百世快递,LOG20230126527142,2023-01-26,2023-03-02,,验收中,,2023-01-25,Active,,,
PR0000107,PO-202301-244696,2023-01-14,SUP-011,SUP-011,T-Motor无刷电机有限公司,M0037,PART-MOTOR-5010-PRO,5010重载无刷电机,WH004,机电仓,876,1755.17,1537528.92,CNY,0.13,月结45天,中通快递,LOG20230117449412,2023-01-17,2023-02-06,,验收中,按时交付,2023-01-14,Active,,,
PR0000359,PO-202301-245338,2023-01-31,SUP-028,SUP-028,台州塑料注塑成型公司,M0120,RAW-SI-WAFER-12IN,12英寸硅晶圆,WH005,原材料仓,1888,616.38,1163725.44,CNY,0.13,款到发货,韵达快递,LOG20230203947055,2023-02-03,2023-02-13,,验收中,,2023-01-31,Active,,,
PR0000157,PO-202301-246068,2023-01-25,SUP-036,SUP-036,深圳激光雷达技术公司,M0052,PART-SCREW-M3-12,M3x12螺钉,WH002,电子材料仓,847,2249.25,1905114.75,CNY,0.13,月结45天,申通快递,LOG20230127466442,2023-01-27,2023-03-18,2023-03-18,已验收,,2023-01-25,Active,,,
PR0000074,PO-202301-249814,2023-01-31,SUP-002,SUP-002,德州仪器（TI）中国代理,M0026,PART-SPRAYER-16L,16升智能喷洒系统,WH003,配件仓,2382,5033.28,11989272.96,USD,0.13,月结45天,安能物流,LOG20230202368811,2023-02-02,2023-04-18,,验收中,,2023-01-31,Active,,,
PR0000340,PO-202301-258970,2023-01-07,SUP-033,SUP-033,江铜集团铜材公司,M0114,PART-SCREW-M2.5-8,M2.5x8螺钉,WH002,电子材料仓,1431,2449.86,3505749.66,CNY,0.13,月结30天,德邦物流,LOG20230110145019,2023-01-10,2023-01-30,,待验收,,2023-01-07,Active,,,
PR0000133,PO-202301-263289,2023-01-18,SUP-028,SUP-028,台州塑料注塑成型公司,M0044,COMP-COVER-PLA-DN,塑料下盖,WH002,电子材料仓,592,628.62,372143.04,CNY,0.13,款到发货,京东物流,LOG20230119824852,2023-01-19,2023-01-29,2023-01-29,已验收,,2023-01-18,Active,,,
PR0000370,PO-202301-282767,2023-01-08,SUP-010,SUP-010,生益科技股份有限公司,M0124,RAW-LIPO-CELL,锂聚合物电芯,WH005,原材料仓,1330,923.91,1228800.3,CNY,0.13,款到发货,韵达快递,LOG20230109253774,2023-01-09,2023-01-29,2023-01-29,已验收,,2023-01-08,Active,,,
PR0000123,PO-202301-295039,2023-01-13,SUP-029,SUP-029,包头稀土高新材料公司,M0041,PART-SPRAYER-30L,30升智能喷洒系统,WH003,配件仓,735,279.17,205189.95,CNY,0.13,"预付50%,货到付清",申通快递,LOG20230114485549,2023-01-14,2023-04-14,,待验收,,2023-01-13,Active,,,
PR0000109,PO-202301-315949,2023-01-04,SUP-011,SUP-011,T-Motor无刷电机有限公司,M0037,PART-MOTOR-5010-PRO,5010重载无刷电机,WH004,机电仓,1406,2050.72,2883312.32,CNY,0.13,月结45天,中铁快运,LOG20230105607672,2023-01-05,2023-01-25,2023-01-25,已验收,,2023-01-04,Active,,,
PR0000119,PO-202301-323132,2023-01-15,SUP-017,SUP-017,宁德时代新能源科技,M0040,PART-BAT-12S-22000,12S22000mAh重载电池,WH003,配件仓,182,1055.58,192115.56,CNY,0.13,月结60天,中通快递,LOG20230118380779,2023-01-18,2023-02-12,,验收中,,2023-01-15,Active,,,
PR0000101,PO-202301-323836,2023-01-17,SUP-019,SUP-019,LG化学电池韩国,M0035,PART-SPRAYER-20L,20升智能喷洒系统,WH003,配件仓,1319,4114.64,5427210.16,USD,0.13,信用证,顺丰速运,LOG20230119777152,2023-01-19,2023-02-18,2023-02-18,已验收,,2023-01-17,Active,,,
PR0000208,PO-202301-358813,2023-01-26,SUP-004,SUP-004,博世传感器技术有限公司,M0068,PART-BARO-DPS310,DPS310高精度气压计,WH002,电子材料仓,965,450.48,434713.2,USD,0.13,月结60天,德邦物流,LOG20230128869176,2023-01-28,2023-03-14,,待验收,,2023-01-26,Active,,,
PR0000054,PO-202301-360219,2023-01-14,SUP-021,SUP-021,索尼半导体解决方案,M0019,VIRT-CAM-SEL,相机配置选择件,WH002,电子材料仓,709,1763.75,1250498.75,USD,0.13,月结60天,顺丰速运,LOG20230115782317,2023-01-15,2023-03-16,,待验收,,2023-01-14,Active,,,
PR0000075,PO-202301-362545,2023-01-19,SUP-002,SUP-002,德州仪器（TI）中国代理,M0026,PART-SPRAYER-16L,16升智能喷洒系统,WH003,配件仓,2020,4425.88,8940277.6,USD,0.13,月结45天,顺丰速运,LOG20230121791447,2023-01-21,2023-04-06,2023-04-06,已验收,,2023-01-19,Active,,,
PR0000306,PO-202301-370583,2023-01-05,SUP-009,SUP-009,深圳华强PCB制造厂,M0102,PART-PCB-FC-6L,6层飞控PCB板,WH002,电子材料仓,2779,3452.66,9594942.14,CNY,0.13,月结30天,中通快递,LOG20230106183179,2023-01-06,2023-01-21,2023-01-21,已验收,,2023-01-05,Active,,,
PR0000372,PO-202301-371350,2023-01-11,SUP-044,SUP-044,移远通信股份有限公司,M0125,RAW-FR4-CCL,FR4覆铜板,WH005,原材料仓,1819,4239.2,7711104.8,CNY,0.13,月结45天,中通快递,LOG20230113788655,2023-01-13,2023-02-12,2023-02-12,已验收,,2023-01-11,Active,,,
PR0000237,PO-202301-380068,2023-01-18,SUP-014,SUP-014,好盈电子科技有限公司,M0078,PART-ESC-30A,30A电调,WH004,机电仓,2533,5004.37,12676069.21,CNY,0.13,月结30天,德邦物流,LOG20230120866454,2023-01-20,2023-02-01,2023-02-01,已验收,,2023-01-18,Active,,,
PR0000220,PO-202301-391480,2023-01-29,SUP-005,SUP-005,深圳矽递科技有限公司,M0073,PART-IMU-ADIS16505,ADIS16505工业级IMU,WH002,电子材料仓,966,1443.59,1394507.94,CNY,0.13,月结30天,韵达快递,LOG20230131359843,2023-01-31,2023-03-07,2023-03-07,已验收,,2023-01-29,Active,,,
PR0000201,PO-202301-400107,2023-01-17,SUP-032,SUP-032,中芯国际（SMIC）,M0065,COMP-FC-CASE-PLA,飞控塑料外壳,WH002,电子材料仓,1189,298.58,355011.62,USD,0.13,月结90天,德邦物流,LOG20230118121631,2023-01-18,2023-04-18,,验收中,,2023-01-17,Active,,,
PR0000211,PO-202301-404285,2023-01-26,SUP-007,SUP-007,u-blox瑞士公司,M0069,PART-GNSS-UBLOX-M9N,uBlox M9N多频GPS,WH002,电子材料仓,1934,374.81,724882.54,USD,0.13,信用证,申通快递,LOG20230127641702,2023-01-27,2023-03-18,2023-03-18,已验收,,2023-01-26,Active,,,
PR0000168,PO-202301-409515,2023-01-26,SUP-023,SUP-023,舜宇光学科技有限公司,M0056,COMP-MOTOR-MOUNT-AL-HD,重载铝合金电机座,WH004,机电仓,1196,4168.09,4985035.64,CNY,0.13,月结30天,京东物流,LOG20230127401372,2023-01-27,2023-03-03,2023-03-03,已验收,,2023-01-26,Active,,,
PR0000355,PO-202301-410490,2023-01-02,SUP-023,SUP-023,舜宇光学科技有限公司,M0119,RAW-SI-WAFER-8IN,8英寸硅晶圆,WH005,原材料仓,3211,1632.15,5240833.65,CNY,0.13,月结30天,韵达快递,LOG20230104443356,2023-01-04,2023-02-08,2023-02-08,已验收,,2023-01-02,Active,,,
PR0000135,PO-202301-414119,2023-01-18,SUP-007,SUP-007,u-blox瑞士公司,M0045,COMP-LG-PLA,塑料起落架,WH002,电子材料仓,2186,2923.58,6390945.88,USD,0.13,信用证,申通快递,LOG20230121769201,2023-01-21,2023-03-12,2023-03-12,已验收,,2023-01-18,Active,,,
PR0000369,PO-202301-424341,2023-01-14,SUP-010,SUP-010,生益科技股份有限公司,M0124,RAW-LIPO-CELL,锂聚合物电芯,WH005,原材料仓,2971,931.89,2768645.19,CNY,0.13,款到发货,京东物流,LOG20230116571540,2023-01-16,2023-02-05,2023-02-05,已验收,,2023-01-14,Active,,,
PR0000190,PO-202301-428305,2023-01-05,SUP-006,SUP-006,楼氏电子（Knowles）,M0062,PART-BARO-MS5611,MS5611气压计,WH002,电子材料仓,813,5118.41,4161267.33,USD,0.13,月结45天,安能物流,LOG20230106790146,2023-01-06,2023-02-15,2023-02-15,已验收,,2023-01-05,Active,,,
PR0000106,PO-202301-448769,2023-01-11,SUP-022,SUP-022,豪威科技（OmniVision）,M0036,PART-FRAME-HEX-CF-HD,六轴重载碳纤维机架,WH002,电子材料仓,949,1498.48,1422057.52,USD,0.13,月结45天,中铁快运,LOG20230113731094,2023-01-13,2023-03-04,2023-03-04,已验收,按时交付,2023-01-11,Active,,,
PR0000102,PO-202301-449322,2023-01-19,SUP-019,SUP-019,LG化学电池韩国,M0035,PART-SPRAYER-20L,20升智能喷洒系统,WH003,配件仓,1525,3973.64,6059801.0,USD,0.13,信用证,韵达快递,LOG20230121709415,2023-01-21,2023-02-20,,验收中,需加急处理,2023-01-19,Active,,,
PR0000365,PO-202301-479730,2023-01-06,SUP-027,SUP-027,深圳铝合金精密加工厂,M0123,RAW-AL-ALLOY,铝合金材料,WH005,原材料仓,1531,3924.27,6008057.37,CNY,0.13,款到发货,中铁快运,LOG20230109611232,2023-01-09,2023-01-24,,验收中,,2023-01-06,Active,,,
PR0000323,PO-202301-489372,2023-01-08,SUP-002,SUP-002,德州仪器（TI）中国代理,M0108,PART-MCU-STM32H753,STM32H753双核芯片,WH002,电子材料仓,1779,509.51,906418.29,USD,0.13,月结45天,顺丰速运,LOG20230111245595,2023-01-11,2023-03-27,2023-03-27,已验收,,2023-01-08,Active,,,
PR0000071,PO-202301-501786,2023-01-03,SUP-023,SUP-023,舜宇光学科技有限公司,M0025,PART-RC-IND,工业遥控器,WH003,配件仓,751,862.69,647880.19,CNY,0.13,月结30天,中通快递,LOG20230105909873,2023-01-05,2023-02-09,2023-02-09,已验收,提前交付,2023-01-03,Active,,,
PR0000368,PO-202301-508886,2023-01-08,SUP-027,SUP-027,深圳铝合金精密加工厂,M0123,RAW-AL-ALLOY,铝合金材料,WH005,原材料仓,2746,3919.79,10763743.34,CNY,0.13,款到发货,安能物流,LOG20230110910045,2023-01-10,2023-01-25,,验收中,,2023-01-08,Active,,,
PR0000348,PO-202301-509804,2023-01-21,SUP-034,SUP-034,东莞FR4覆铜板厂,M0117,PART-MOSFET-DUAL,双路MOSFET,WH002,电子材料仓,613,4859.3,2978750.9,CNY,0.13,款到发货,德邦物流,LOG20230123742335,2023-01-23,2023-02-07,2023-02-07,已验收,,2023-01-21,Active,,,
PR0000225,PO-202301-514700,2023-01-17,SUP-007,SUP-007,u-blox瑞士公司,M0074,PART-GNSS-RTK-F9P,ZED-F9P RTK定位模块,WH002,电子材料仓,851,3343.63,2845429.13,USD,0.13,信用证,百世快递,LOG20230118503755,2023-01-18,2023-03-09,,验收中,,2023-01-17,Active,,,
PR0000110,PO-202301-522699,2023-01-28,SUP-014,SUP-014,好盈电子科技有限公司,M0038,PART-ESC-60A,60A电调,WH004,机电仓,1843,588.61,1084808.23,CNY,0.13,月结30天,安能物流,LOG20230130559851,2023-01-30,2023-02-11,,验收中,,2023-01-28,Active,,,
PR0000165,PO-202301-522715,2023-01-31,SUP-005,SUP-005,深圳矽递科技有限公司,M0055,COMP-ARM-CF-TUBE-HD,加强型碳纤维机臂,WH002,电子材料仓,1120,541.75,606760.0,CNY,0.13,月结30天,德邦物流,LOG20230202175905,2023-02-02,2023-03-09,2023-03-09,已验收,,2023-01-31,Active,,,
PR0000029,PO-202301-535950,2023-01-29,SUP-023,SUP-023,舜宇光学科技有限公司,M0012,PART-CAM-GIMBAL-1INCH,1英寸三轴云台相机,WH002,电子材料仓,303,2337.89,708380.67,CNY,0.13,月结30天,百世快递,LOG20230130433402,2023-01-30,2023-03-06,,验收中,质量合格,2023-01-29,Active,,,
PR0000305,PO-202301-536565,2023-01-20,SUP-009,SUP-009,深圳华强PCB制造厂,M0102,PART-PCB-FC-6L,6层飞控PCB板,WH002,电子材料仓,1457,3677.46,5358059.22,CNY,0.13,月结30天,中铁快运,LOG20230123735389,2023-01-23,2023-02-07,2023-02-07,已验收,,2023-01-20,Active,,,
PR0000262,PO-202301-555520,2023-01-10,SUP-003,SUP-003,意法半导体（ST）亚太区,M0088,PART-CABLE-ESC-HD,加强型电调线,WH004,机电仓,1024,1566.57,1604167.68,USD,0.13,月结30天,申通快递,LOG20230112572153,2023-01-12,2023-03-13,2023-03-13,已验收,,2023-01-10,Active,,,
PR0000247,PO-202301-570889,2023-01-31,SUP-013,SUP-013,美国Castle电调公司,M0082,PART-ESC-40A,40A电调,WH004,机电仓,1841,3288.21,6053594.61,USD,0.13,"预付30%,货到付清",中通快递,LOG20230201721235,2023-02-01,2023-03-18,2023-03-18,已验收,,2023-01-31,Active,,,
PR0000194,PO-202301-571387,2023-01-03,SUP-007,SUP-007,u-blox瑞士公司,M0063,PART-GNSS-UBLOX-M8N,uBlox M8N GPS模块,WH002,电子材料仓,1779,2230.8,3968593.2,USD,0.13,信用证,京东物流,LOG20230106190560,2023-01-06,2023-02-25,,待验收,,2023-01-03,Active,,,
PR0000222,PO-202301-588452,2023-01-27,SUP-005,SUP-005,深圳矽递科技有限公司,M0073,PART-IMU-ADIS16505,ADIS16505工业级IMU,WH002,电子材料仓,734,1516.36,1113008.24,CNY,0.13,月结30天,京东物流,LOG20230129544633,2023-01-29,2023-03-05,2023-03-05,已验收,,2023-01-27,Active,,,
PR0000006,PO-202301-606057,2023-01-21,SUP-024,SUP-024,深圳云台技术有限公司,M0002,ASSY-FC-BASIC,基础飞控总成,WH002,电子材料仓,1624,1188.56,1930221.44,CNY,0.13,月结45天,百世快递,LOG20230122407816,2023-01-22,2023-02-16,2023-02-16,已验收,,2023-01-21,Active,,,
PR0000147,PO-202301-627045,2023-01-11,SUP-024,SUP-024,深圳云台技术有限公司,M0049,COMP-ARM-CF-TUBE,碳纤维机臂管,WH002,电子材料仓,929,3223.24,2994389.96,CNY,0.13,月结45天,圆通速递,LOG20230112717313,2023-01-12,2023-02-06,2023-02-06,已验收,,2023-01-11,Active,,,
PR0000031,PO-202301-629850,2023-01-23,SUP-023,SUP-023,舜宇光学科技有限公司,M0012,PART-CAM-GIMBAL-1INCH,1英寸三轴云台相机,WH002,电子材料仓,387,2418.75,936056.25,CNY,0.13,月结30天,中铁快运,LOG20230125867941,2023-01-25,2023-03-01,2023-03-01,已验收,,2023-01-23,Active,,,
PR0000371,PO-202301-630576,2023-01-15,SUP-010,SUP-010,生益科技股份有限公司,M0124,RAW-LIPO-CELL,锂聚合物电芯,WH005,原材料仓,2295,948.82,2177541.9,CNY,0.13,款到发货,安能物流,LOG20230116233561,2023-01-16,2023-02-05,2023-02-05,已验收,,2023-01-15,Active,,,
PR0000199,PO-202301-632517,2023-01-20,SUP-032,SUP-032,中芯国际（SMIC）,M0065,COMP-FC-CASE-PLA,飞控塑料外壳,WH002,电子材料仓,826,295.61,244173.86,USD,0.13,月结90天,圆通速递,LOG20230123162747,2023-01-23,2023-04-23,,待验收,,2023-01-20,Active,,,
PR0000367,PO-202301-639888,2023-01-17,SUP-027,SUP-027,深圳铝合金精密加工厂,M0123,RAW-AL-ALLOY,铝合金材料,WH005,原材料仓,1223,3625.35,4433803.05,CNY,0.13,款到发货,中铁快运,LOG20230119912323,2023-01-19,2023-02-03,2023-02-03,已验收,,2023-01-17,Active,,,
PR0000099,PO-202301-646454,2023-01-20,SUP-019,SUP-019,LG化学电池韩国,M0034,PART-BAT-12S-16000,12S16000mAh工业电池,WH003,配件仓,250,1956.8,489200.0,USD,0.13,信用证,圆通速递,LOG20230123894455,2023-01-23,2023-02-22,2023-02-22,已验收,,2023-01-20,Active,,,
PR0000301,PO-202301-656173,2023-01-06,SUP-043,SUP-043,深圳无线通信技术公司,M0100,PART-CAP-SMD-0402,0402贴片电容,WH002,电子材料仓,1773,1355.84,2403904.32,CNY,0.13,月结30天,韵达快递,LOG20230107117433,2023-01-07,2023-01-27,2023-01-27,已验收,,2023-01-06,Active,,,
PR0000103,PO-202301-656859,2023-01-09,SUP-022,SUP-022,豪威科技（OmniVision）,M0036,PART-FRAME-HEX-CF-HD,六轴重载碳纤维机架,WH002,电子材料仓,806,1669.46,1345584.76,USD,0.13,月结45天,圆通速递,LOG20230110781004,2023-01-10,2023-03-01,,验收中,,2023-01-09,Active,,,
PR0000192,PO-202301-661195,2023-01-03,SUP-006,SUP-006,楼氏电子（Knowles）,M0062,PART-BARO-MS5611,MS5611气压计,WH002,电子材料仓,1114,4650.87,5181069.18,USD,0.13,月结45天,百世快递,LOG20230105760743,2023-01-05,2023-02-14,2023-02-14,已验收,,2023-01-03,Active,,,
PR0000136,PO-202301-670388,2023-01-14,SUP-007,SUP-007,u-blox瑞士公司,M0045,COMP-LG-PLA,塑料起落架,WH002,电子材料仓,2178,2732.62,5951646.36,USD,0.13,信用证,安能物流,LOG20230115233884,2023-01-15,2023-03-06,2023-03-06,已验收,提前交付,2023-01-14,Active,,,
PR0000111,PO-202301-673582,2023-01-30,SUP-014,SUP-014,好盈电子科技有限公司,M0038,PART-ESC-60A,60A电调,WH004,机电仓,1765,637.98,1126034.7,CNY,0.13,月结30天,中通快递,LOG20230202383837,2023-02-02,2023-02-14,,验收中,,2023-01-30,Active,,,
PR0000175,PO-202301-674121,2023-01-03,SUP-006,SUP-006,楼氏电子（Knowles）,M0057,COMP-LG-AL-IND,工业铝合金起落架,WH002,电子材料仓,723,3821.78,2763146.94,USD,0.13,月结45天,中铁快运,LOG20230106497597,2023-01-06,2023-02-15,,验收中,,2023-01-03,Active,,,
PR0000043,PO-202301-674535,2023-01-31,SUP-043,SUP-043,深圳无线通信技术公司,M0016,PART-AVOID-VISION,视觉避障系统,WH002,电子材料仓,2014,1328.87,2676344.18,CNY,0.13,月结30天,韵达快递,LOG20230201303730,2023-02-01,2023-02-21,,验收中,,2023-01-31,Active,,,
PR0000117,PO-202301-676705,2023-01-11,SUP-017,SUP-017,宁德时代新能源科技,M0040,PART-BAT-12S-22000,12S22000mAh重载电池,WH003,配件仓,214,1002.64,214564.96,CNY,0.13,月结60天,德邦物流,LOG20230113716608,2023-01-13,2023-02-07,,验收中,,2023-01-11,Active,,,
PR0000100,PO-202301-697644,2023-01-12,SUP-019,SUP-019,LG化学电池韩国,M0034,PART-BAT-12S-16000,12S16000mAh工业电池,WH003,配件仓,379,2294.55,869634.45,USD,0.13,信用证,中通快递,LOG20230113805742,2023-01-13,2023-02-12,,待验收,,2023-01-12,Active,,,
PR0000148,PO-202301-708034,2023-01-02,SUP-024,SUP-024,深圳云台技术有限公司,M0049,COMP-ARM-CF-TUBE,碳纤维机臂管,WH002,电子材料仓,639,3568.35,2280175.65,CNY,0.13,月结45天,韵达快递,LOG20230103467705,2023-01-03,2023-01-28,2023-01-28,已验收,,2023-01-02,Active,,,
PR0000120,PO-202301-708548,2023-01-28,SUP-017,SUP-017,宁德时代新能源科技,M0040,PART-BAT-12S-22000,12S22000mAh重载电池,WH003,配件仓,569,1209.12,687989.28,CNY,0.13,月结60天,中通快递,LOG20230129768545,2023-01-29,2023-02-23,2023-02-23,已验收,,2023-01-28,Active,,,
PR0000227,PO-202301-708985,2023-01-06,SUP-007,SUP-007,u-blox瑞士公司,M0074,PART-GNSS-RTK-F9P,ZED-F9P RTK定位模块,WH002,电子材料仓,845,3712.27,3136868.15,USD,0.13,信用证,申通快递,LOG20230107797399,2023-01-07,2023-02-26,2023-02-26,已验收,,2023-01-06,Active,,,
PR0000171,PO-202301-710319,2023-01-17,SUP-023,SUP-023,舜宇光学科技有限公司,M0056,COMP-MOTOR-MOUNT-AL-HD,重载铝合金电机座,WH004,机电仓,406,4462.41,1811738.46,CNY,0.13,月结30天,韵达快递,LOG20230119219286,2023-01-19,2023-02-23,2023-02-23,已验收,,2023-01-17,Active,,,
PR0000176,PO-202301-716257,2023-01-28,SUP-007,SUP-007,u-blox瑞士公司,M0058,PART-SCREW-M4-16,M4x16螺钉,WH002,电子材料仓,878,2378.37,2088208.86,USD,0.13,信用证,顺丰速运,LOG20230130776663,2023-01-30,2023-03-21,,验收中,需加急处理,2023-01-28,Active,,,
