purchase_order_id,purchase_order_number,document_date,supplier_id,supplier_name,material_id,material_code,material_name,purchase_quantity,unit_price_tax,total_amount_tax,unit_price_no_tax,total_amount_no_tax,tax_rate,document_status,required_date,planned_arrival_date,accumulated_arrival_tax,accumulated_storage_tax,payment_terms,supplier_level,risk_level,buyer,created_date,status,srcbillid,srcbillentryid,customer_id,customer_name,sales_order_number,project_name,delivery_batch,total_batches
PO0000025,PO-2023080025,2023-08-25,SUP-021,索尼半导体解决方案,M0017,PART-CAM-ZOOM,变焦相机模组,2252,338.32,761896.64,299.4,674244.81,0.13,已收货,2023-11-08,2023-11-01,744472.49,700978.49,月结60天,战略,低,周九,2023-08-25,Active,,,,,,,,
PO0000093,PO-2023080093,2023-08-15,SUP-038,深圳农业喷洒系统公司,M0035,PART-SPRAYER-20L,20升智能喷洒系统,1125,87.31,98223.75,77.27,86923.67,0.13,已收货,2023-09-25,2023-09-12,97761.72,91401.1,月结45天,核心,低,孙八,2023-08-15,Active,,,,,,,,
PO0000094,PO-2023080094,2023-08-30,SUP-025,东莞碳纤维复合材料厂,M0036,PART-FRAME-HEX-CF-HD,六轴重载碳纤维机架,2596,386.38,1003042.48,341.93,887648.21,0.13,已收货,2023-09-26,2023-09-18,961774.61,939927.72,月结30天,核心,低,李四,2023-08-30,Active,,,,,,,,
PO0000109,PO-2023080109,2023-08-30,SUP-027,深圳铝合金精密加工厂,M0094,PART-CRYSTAL-8M,8MHz晶振,3571,117.79,420628.09,104.24,372237.25,0.13,已收货,2023-09-22,2023-09-19,417245.74,402640.5,款到发货,一般,低,周九,2023-08-30,Active,,,,,,,,
PO0000147,PO-2023080147,2023-08-08,SUP-027,深圳铝合金精密加工厂,M0103,PART-CRYSTAL-25M,25MHz晶振,2725,290.92,792757.0,257.45,701554.87,0.13,已关闭,2023-09-04,2023-08-25,755131.38,747971.54,款到发货,一般,低,赵六,2023-08-08,Active,,,,,,,,
PO0000160,PO-2023080160,2023-08-12,SUP-001,芯源微电子股份有限公司,M0106,PART-RES-SMD-0201,0201贴片电阻,3970,62.96,249951.2,55.72,221195.75,0.13,已收货,2023-10-17,2023-10-08,249133.64,225939.78,月结60天,战略,中,李四,2023-08-12,Active,,,,,,,,
PO0000232,PO-2023080232,2023-08-18,SUP-033,江铜集团铜材公司,M0122,RAW-COPPER-WIRE,铜漆包线,32279,279.72,9029081.88,247.54,7990337.95,0.13,已收货,2023-09-20,2023-09-12,8950527.51,8567029.6,月结30天,一般,低,孙八,2023-08-18,Active,,,,,,,,
PO0000006,PO-2023090006,2023-09-25,SUP-021,索尼半导体解决方案,M0003,PART-CAM-FIX-12MP,1200万像素固定相机,2455,99.01,243069.55,87.62,215105.8,0.13,已关闭,2023-12-08,2023-11-23,236472.94,234794.42,月结60天,战略,低,赵六,2023-09-25,Active,,,,,,,,
PO0000036,PO-2023090036,2023-09-22,SUP-021,索尼半导体解决方案,M0022,PART-CAM-FPV,FPV图传相机,2763,62.4,172411.2,55.22,152576.28,0.13,已关闭,2023-11-28,2023-11-22,165871.26,156025.61,月结60天,战略,低,孙八,2023-09-22,Active,,,,,,,,
PO0000155,PO-2023090155,2023-09-25,SUP-042,深圳线缆连接器公司,M0105,PART-CONN-GH-1.25-6P,GH1.25 6PIN连接器,1008,17.47,17609.76,15.46,15583.86,0.13,已收货,2023-10-19,2023-10-14,16869.9,16340.31,月结30天,一般,低,孙八,2023-09-25,Active,,,,,,,,
PO0000168,PO-2023090168,2023-09-04,SUP-001,芯源微电子股份有限公司,M0107,PART-CAP-SMD-0201,0201贴片电容,1682,464.13,780666.66,410.73,690855.45,0.13,已关闭,2023-11-21,2023-10-30,779409.25,744903.77,月结60天,战略,中,赵六,2023-09-04,Active,,,,,,,,
PO0000172,PO-2023090172,2023-09-25,SUP-042,深圳线缆连接器公司,M0111,PART-CONN-GH-1.25-10P,GH1.25 10PIN连接器,4317,100.83,435283.11,89.23,385206.29,0.13,已关闭,2023-10-20,2023-10-15,433418.59,406143.77,月结30天,一般,低,孙八,2023-09-25,Active,,,,,,,,
PO0000174,PO-2023090174,2023-09-21,SUP-042,深圳线缆连接器公司,M0111,PART-CONN-GH-1.25-10P,GH1.25 10PIN连接器,4275,102.36,437589.0,90.58,387246.9,0.13,已关闭,2023-10-11,2023-10-07,418771.77,399782.41,月结30天,一般,低,吴十,2023-09-21,Active,,,,,,,,
PO0000188,PO-2023090188,2023-09-06,SUP-025,东莞碳纤维复合材料厂,M0115,RAW-CF-TUBE-16MM,16mm碳纤维管,16108,338.8,5457390.4,299.82,4829549.03,0.13,已关闭,2023-10-09,2023-09-30,5319079.37,4820823.74,月结30天,核心,低,王五,2023-09-06,Active,,,,,,,,
PO0000223,PO-2023090223,2023-09-03,SUP-029,包头稀土高新材料公司,M0121,RAW-NEODYMIUM,钕铁硼磁性材料,12388,3.21,39765.48,2.84,35190.69,0.13,已关闭,2023-12-07,2023-11-29,39739.4,39476.82,"预付50%,货到付清",战略,高,吴十,2023-09-03,Active,,,,,,,,
PO0000231,PO-2023090231,2023-09-08,SUP-033,江铜集团铜材公司,M0122,RAW-COPPER-WIRE,铜漆包线,28853,252.2,7276726.6,223.19,6439581.06,0.13,已关闭,2023-10-08,2023-09-27,7251680.14,7148332.96,月结30天,一般,低,张三,2023-09-08,Active,,,,,,,,
PO0000240,PO-2023090240,2023-09-29,SUP-019,LG化学电池韩国,M0124,RAW-LIPO-CELL,锂聚合物电芯,15329,0.9,13796.1,0.8,12208.94,0.13,已收货,2023-11-04,2023-11-02,13254.62,13064.51,信用证,核心,中,李四,2023-09-29,Active,,,,,,,,
PO0000019,PO-2023100019,2023-10-21,SUP-035,北京智能视觉科技公司,M0016,PART-AVOID-VISION,视觉避障系统,3139,480.39,1507944.21,425.12,1334463.9,0.13,已关闭,2023-12-11,2023-12-09,1471088.09,1440744.75,月结60天,核心,中,赵六,2023-10-21,Active,,,,,,,,
PO0000050,PO-2023100050,2023-10-23,SUP-039,常州雷达测高仪制造厂,M0027,PART-RADAR-ALT,雷达测高仪,4225,433.03,1829551.75,383.21,1619072.35,0.13,已收货,2023-12-02,2023-11-20,1748678.39,1708904.34,月结30天,一般,低,周九,2023-10-23,Active,,,,,,,,
PO0000052,PO-2023100052,2023-10-22,SUP-039,常州雷达测高仪制造厂,M0027,PART-RADAR-ALT,雷达测高仪,1494,427.44,638595.36,378.27,565128.64,0.13,已关闭,2023-11-26,2023-11-18,616587.77,555772.15,月结30天,一般,低,吴十,2023-10-22,Active,,,,,,,,
PO0000055,PO-2023100055,2023-10-17,SUP-021,索尼半导体解决方案,M0028,PART-CAM-SURVEY-42MP,4200万像素测绘相机,1717,195.84,336257.28,173.31,297572.81,0.13,已关闭,2024-01-01,2023-12-26,325033.68,317326.25,月结60天,战略,低,钱七,2023-10-17,Active,,,,,,,,
PO0000062,PO-2023100062,2023-10-22,SUP-021,索尼半导体解决方案,M0030,PART-CAM-THERMAL,红外热成像相机,4118,101.6,418388.8,89.91,370255.58,0.13,已收货,2024-01-08,2023-12-25,411910.33,389536.84,月结60天,战略,低,王五,2023-10-22,Active,,,,,,,,
PO0000080,PO-2023100080,2023-10-29,SUP-025,东莞碳纤维复合材料厂,M0033,PART-FRAME-HEX-CF,六轴碳纤维机架,1312,526.52,690794.24,465.95,611322.34,0.13,已关闭,2023-11-29,2023-11-16,671109.02,663598.71,月结30天,核心,低,吴十,2023-10-29,Active,,,,,,,,
PO0000108,PO-2023100108,2023-10-07,SUP-027,深圳铝合金精密加工厂,M0094,PART-CRYSTAL-8M,8MHz晶振,4083,114.48,467421.84,101.31,413647.65,0.13,已收货,2023-11-10,2023-10-24,464725.51,461494.36,款到发货,一般,低,吴十,2023-10-07,Active,,,,,,,,
PO0000149,PO-2023100149,2023-10-22,SUP-001,芯源微电子股份有限公司,M0104,PART-POWER-REG-5V-3A,5V 3A稳压模块,984,63.92,62897.28,56.57,55661.31,0.13,已关闭,2024-01-02,2023-12-18,61435.4,59734.36,月结60天,战略,中,孙八,2023-10-22,Active,,,,,,,,
PO0000151,PO-2023100151,2023-10-24,SUP-001,芯源微电子股份有限公司,M0104,PART-POWER-REG-5V-3A,5V 3A稳压模块,2944,59.9,176345.6,53.01,156058.05,0.13,已收货,2024-01-07,2023-12-21,170037.38,169852.03,月结60天,战略,中,张三,2023-10-24,Active,,,,,,,,
PO0000153,PO-2023100153,2023-10-30,SUP-042,深圳线缆连接器公司,M0105,PART-CONN-GH-1.25-6P,GH1.25 6PIN连接器,3821,18.01,68816.21,15.94,60899.3,0.13,已收货,2023-11-16,2023-11-14,66754.59,60715.87,月结30天,一般,低,赵六,2023-10-30,Active,,,,,,,,
PO0000178,PO-2023100178,2023-10-01,SUP-028,台州塑料注塑成型公司,M0112,RAW-ABS-PELLET,ABS塑料粒子,29448,16.38,482358.24,14.5,426865.7,0.13,已收货,2023-10-23,2023-10-20,482122.68,444799.5,款到发货,一般,低,周九,2023-10-01,Active,,,,,,,,
PO0000211,PO-2023100211,2023-10-11,SUP-031,台积电（TSMC）,M0120,RAW-SI-WAFER-12IN,12英寸硅晶圆,21362,10500.51,224311894.62,9292.49,198506101.43,0.13,已收货,2024-02-20,2024-02-13,221636679.04,214460849.21,信用证,战略,高,王五,2023-10-11,Active,,,,,,,,
PO0000246,PO-2023100246,2023-10-14,SUP-034,东莞FR4覆铜板厂,M0125,RAW-FR4-CCL,FR4覆铜板,32474,230.02,7469669.48,203.56,6610326.97,0.13,已收货,2023-11-03,2023-10-31,7465711.91,7302896.5,款到发货,一般,低,周九,2023-10-14,Active,,,,,,,,
PO0000059,PO-2023110059,2023-11-21,SUP-021,索尼半导体解决方案,M0028,PART-CAM-SURVEY-42MP,4200万像素测绘相机,1060,187.46,198707.6,165.89,175847.43,0.13,已收货,2024-02-01,2024-01-24,196191.63,185086.62,月结60天,战略,低,吴十,2023-11-21,Active,,,,,,,,
PO0000096,PO-2023110096,2023-11-14,SUP-025,东莞碳纤维复合材料厂,M0036,PART-FRAME-HEX-CF-HD,六轴重载碳纤维机架,808,374.84,302870.72,331.72,268027.19,0.13,已关闭,2023-12-11,2023-12-08,297489.71,296816.45,月结30天,核心,低,吴十,2023-11-14,Active,,,,,,,,
PO0000106,PO-2023110106,2023-11-13,SUP-027,深圳铝合金精密加工厂,M0094,PART-CRYSTAL-8M,8MHz晶振,3513,129.11,453563.43,114.26,401383.57,0.13,已收货,2023-12-17,2023-12-07,448334.72,438387.25,款到发货,一般,低,吴十,2023-11-13,Active,,,,,,,,
PO0000116,PO-2023110116,2023-11-14,SUP-001,芯源微电子股份有限公司,M0096,PART-POWER-REG-5V,5V稳压芯片,2575,378.25,973993.75,334.73,861941.37,0.13,已关闭,2024-01-27,2024-01-14,942678.59,922019.0,月结60天,战略,中,周九,2023-11-14,Active,,,,,,,,
PO0000132,PO-2023110132,2023-11-01,SUP-001,芯源微电子股份有限公司,M0099,PART-RES-SMD-0402,0402贴片电阻,990,279.47,276675.3,247.32,244845.4,0.13,已收货,2024-01-20,2024-01-08,269266.52,251500.11,月结60天,战略,中,吴十,2023-11-01,Active,,,,,,,,
PO0000145,PO-2023110145,2023-11-01,SUP-027,深圳铝合金精密加工厂,M0103,PART-CRYSTAL-25M,25MHz晶振,4505,302.19,1361365.95,267.42,1204748.63,0.13,已收货,2023-11-29,2023-11-22,1312886.99,1256889.31,款到发货,一般,低,钱七,2023-11-01,Active,,,,,,,,
PO0000186,PO-2023110186,2023-11-21,SUP-025,东莞碳纤维复合材料厂,M0113,RAW-CF-PLATE-3MM,3mm碳纤维板,10997,162.19,1783603.43,143.53,1578410.12,0.13,已收货,2023-12-30,2023-12-15,1726520.76,1600444.42,月结30天,核心,低,孙八,2023-11-21,Active,,,,,,,,
PO0000203,PO-2023110203,2023-11-17,SUP-032,中芯国际（SMIC）,M0119,RAW-SI-WAFER-8IN,8英寸硅晶圆,25013,279.34,6987131.42,247.2,6183302.14,0.13,已收货,2024-02-24,2024-02-21,6816234.87,6419692.98,月结90天,核心,中,李四,2023-11-17,Active,,,,,,,,
PO0000210,PO-2023110210,2023-11-28,SUP-031,台积电（TSMC）,M0120,RAW-SI-WAFER-12IN,12英寸硅晶圆,42534,10774.2,458269822.8,9534.69,405548515.75,0.13,已关闭,2024-04-05,2024-03-25,457416799.24,447613947.76,信用证,战略,高,钱七,2023-11-28,Active,,,,,,,,
PO0000217,PO-2023110217,2023-11-09,SUP-029,包头稀土高新材料公司,M0121,RAW-NEODYMIUM,钕铁硼磁性材料,47957,3.11,149146.27,2.75,131987.85,0.13,已关闭,2024-02-12,2024-02-05,143280.51,130069.16,"预付50%,货到付清",战略,高,赵六,2023-11-09,Active,,,,,,,,
PO0000236,PO-2023110236,2023-11-11,SUP-027,深圳铝合金精密加工厂,M0123,RAW-AL-ALLOY,铝合金材料,39721,107.34,4263652.14,94.99,3773143.49,0.13,已收货,2023-12-16,2023-12-04,4255377.47,4243700.39,款到发货,一般,低,李四,2023-11-11,Active,,,,,,,,
PO0000015,PO-2023120015,2023-12-26,SUP-035,北京智能视觉科技公司,M0016,PART-AVOID-VISION,视觉避障系统,726,446.56,324202.56,395.19,286904.92,0.13,已关闭,2024-02-14,2024-02-07,317403.87,316881.75,月结60天,核心,中,周九,2023-12-26,Active,,,,,,,,
PO0000016,PO-2023120016,2023-12-20,SUP-035,北京智能视觉科技公司,M0016,PART-AVOID-VISION,视觉避障系统,4689,446.59,2094060.51,395.21,1853150.89,0.13,已关闭,2024-02-11,2024-01-30,1994004.89,1881554.48,月结60天,核心,中,孙八,2023-12-20,Active,,,,,,,,
PO0000041,PO-2023120041,2023-12-15,SUP-038,深圳农业喷洒系统公司,M0026,PART-SPRAYER-16L,16升智能喷洒系统,2568,113.02,290235.36,100.02,256845.45,0.13,已收货,2024-01-22,2024-01-24,287653.94,270415.06,月结45天,核心,低,王五,2023-12-15,Active,,,,,,,,
PO0000075,PO-2023120075,2023-12-03,SUP-042,深圳线缆连接器公司,M0032,PART-SPOTLIGHT-50W,50W强光照明灯,2771,230.81,639574.51,204.26,565995.14,0.13,已收货,2023-12-22,2023-12-12,624871.19,612280.9,月结30天,一般,低,王五,2023-12-03,Active,,,,,,,,
PO0000085,PO-2023120085,2023-12-14,SUP-025,东莞碳纤维复合材料厂,M0033,PART-FRAME-HEX-CF,六轴碳纤维机架,1986,534.16,1060841.76,472.71,938798.02,0.13,已收货,2024-01-10,2024-01-10,1015325.0,978080.04,月结30天,核心,低,孙八,2023-12-14,Active,,,,,,,,
PO0000117,PO-2023120117,2023-12-06,SUP-001,芯源微电子股份有限公司,M0096,PART-POWER-REG-5V,5V稳压芯片,3514,411.63,1446467.82,364.27,1280060.02,0.13,已收货,2024-02-23,2024-02-11,1438847.65,1350595.17,月结60天,战略,中,钱七,2023-12-06,Active,,,,,,,,
PO0000129,PO-2023120129,2023-12-21,SUP-042,深圳线缆连接器公司,M0098,PART-CONN-DF13-6P,DF13 6PIN连接器,2552,291.03,742708.56,257.55,657264.21,0.13,已收货,2024-01-09,2024-01-03,728783.6,700683.77,月结30天,一般,低,钱七,2023-12-21,Active,,,,,,,,
PO0000133,PO-2023120133,2023-12-20,SUP-001,芯源微电子股份有限公司,M0099,PART-RES-SMD-0402,0402贴片电阻,3535,300.88,1063610.8,266.27,941248.5,0.13,已收货,2024-03-04,2024-02-16,1023286.01,933494.9,月结60天,战略,中,周九,2023-12-20,Active,,,,,,,,
PO0000144,PO-2023120144,2023-12-17,SUP-027,深圳铝合金精密加工厂,M0103,PART-CRYSTAL-25M,25MHz晶振,4466,294.37,1314656.42,260.5,1163412.76,0.13,已关闭,2024-01-14,2024-01-03,1285608.21,1185956.48,款到发货,一般,低,孙八,2023-12-17,Active,,,,,,,,
PO0000215,PO-2023120215,2023-12-18,SUP-031,台积电（TSMC）,M0120,RAW-SI-WAFER-12IN,12英寸硅晶圆,11525,11585.17,133519084.25,10252.36,118158481.64,0.13,已收货,2024-04-21,2024-04-25,127672531.76,125855133.69,信用证,战略,高,张三,2023-12-18,Active,,,,,,,,
PO0000241,PO-2023120241,2023-12-31,SUP-019,LG化学电池韩国,M0124,RAW-LIPO-CELL,锂聚合物电芯,49379,0.82,40490.78,0.73,35832.55,0.13,已收货,2024-02-04,2024-01-30,40393.8,39806.48,信用证,核心,中,周九,2023-12-31,Active,,,,,,,,
PO0000244,PO-2023120244,2023-12-06,SUP-019,LG化学电池韩国,M0124,RAW-LIPO-CELL,锂聚合物电芯,35211,0.77,27112.47,0.68,23993.34,0.13,已收货,2024-01-22,2024-01-13,26429.41,24798.0,信用证,核心,中,李四,2023-12-06,Active,,,,,,,,
PO0000247,PO-2023120247,2023-12-19,SUP-034,东莞FR4覆铜板厂,M0125,RAW-FR4-CCL,FR4覆铜板,22723,229.05,5204703.15,202.7,4605931.99,0.13,已关闭,2024-01-15,2024-01-08,4952093.78,4858345.38,款到发货,一般,低,孙八,2023-12-19,Active,,,,,,,,
PO0000012,PO-2024010012,2024-01-02,SUP-021,索尼半导体解决方案,M0012,PART-CAM-GIMBAL-1INCH,1英寸三轴云台相机,1342,156.33,209794.86,138.35,185659.17,0.13,已收货,2024-03-11,2024-03-10,209016.14,193062.72,月结60天,战略,低,赵六,2024-01-02,Active,,,,,,,,
PO0000017,PO-2024010017,2024-01-08,SUP-035,北京智能视觉科技公司,M0016,PART-AVOID-VISION,视觉避障系统,3204,495.69,1588190.76,438.66,1405478.55,0.13,已收货,2024-03-02,2024-02-15,1549051.59,1497451.58,月结60天,核心,中,周九,2024-01-08,Active,,,,,,,,
PO0000057,PO-2024010057,2024-01-26,SUP-021,索尼半导体解决方案,M0028,PART-CAM-SURVEY-42MP,4200万像素测绘相机,4557,216.36,985952.52,191.47,872524.35,0.13,已收货,2024-04-10,2024-03-25,979529.05,967205.64,月结60天,战略,低,周九,2024-01-26,Active,,,,,,,,
PO0000086,PO-2024010086,2024-01-21,SUP-025,东莞碳纤维复合材料厂,M0033,PART-FRAME-HEX-CF,六轴碳纤维机架,3292,463.29,1525150.68,409.99,1349690.87,0.13,已关闭,2024-02-25,2024-02-14,1508132.71,1442920.08,月结30天,核心,低,周九,2024-01-21,Active,,,,,,,,
PO0000122,PO-2024010122,2024-01-15,SUP-001,芯源微电子股份有限公司,M0096,PART-POWER-REG-5V,5V稳压芯片,1129,423.05,477623.45,374.38,422675.62,0.13,已关闭,2024-04-01,2024-03-21,461250.17,427979.72,月结60天,战略,中,孙八,2024-01-15,Active,,,,,,,,
PO0000126,PO-2024010126,2024-01-06,SUP-001,芯源微电子股份有限公司,M0097,PART-POWER-REG-3.3V,3.3V稳压芯片,2146,24.02,51546.92,21.26,45616.74,0.13,已收货,2024-03-26,2024-03-08,49037.32,46850.36,月结60天,战略,中,赵六,2024-01-06,Active,,,,,,,,
PO0000162,PO-2024010162,2024-01-22,SUP-001,芯源微电子股份有限公司,M0106,PART-RES-SMD-0201,0201贴片电阻,4917,60.21,296052.57,53.28,261993.42,0.13,已收货,2024-03-30,2024-03-28,283891.82,270754.97,月结60天,战略,中,周九,2024-01-22,Active,,,,,,,,
PO0000205,PO-2024010205,2024-01-03,SUP-032,中芯国际（SMIC）,M0119,RAW-SI-WAFER-8IN,8英寸硅晶圆,13947,284.07,3961924.29,251.39,3506127.69,0.13,已关闭,2024-04-22,2024-04-09,3844876.04,3649450.94,月结90天,核心,中,张三,2024-01-03,Active,,,,,,,,
PO0000213,PO-2024010213,2024-01-13,SUP-031,台积电（TSMC）,M0120,RAW-SI-WAFER-12IN,12英寸硅晶圆,26449,11485.22,303772583.78,10163.91,268825295.38,0.13,已关闭,2024-05-31,2024-05-09,298226312.23,289198673.05,信用证,战略,高,吴十,2024-01-13,Active,,,,,,,,
PO0000224,PO-2024010224,2024-01-10,SUP-029,包头稀土高新材料公司,M0121,RAW-NEODYMIUM,钕铁硼磁性材料,9783,3.06,29935.98,2.71,26492.02,0.13,已关闭,2024-04-14,2024-04-06,28831.62,26063.28,"预付50%,货到付清",战略,高,王五,2024-01-10,Active,,,,,,,,
PO0000013,PO-2024020013,2024-02-27,SUP-021,索尼半导体解决方案,M0012,PART-CAM-GIMBAL-1INCH,1英寸三轴云台相机,3221,170.14,548020.94,150.57,484974.28,0.13,已收货,2024-05-09,2024-05-05,527930.65,516705.5,月结60天,战略,低,张三,2024-02-27,Active,,,,,,,,
PO0000081,PO-2024020081,2024-02-13,SUP-025,东莞碳纤维复合材料厂,M0033,PART-FRAME-HEX-CF,六轴碳纤维机架,3060,490.08,1499644.8,433.7,1327119.29,0.13,已收货,2024-03-20,2024-03-07,1496165.06,1449308.32,月结30天,核心,低,周九,2024-02-13,Active,,,,,,,,
PO0000184,PO-2024020184,2024-02-11,SUP-025,东莞碳纤维复合材料厂,M0113,RAW-CF-PLATE-3MM,3mm碳纤维板,46557,171.84,8000354.88,152.07,7079960.07,0.13,已收货,2024-03-22,2024-03-11,7691596.54,7347811.19,月结30天,核心,低,孙八,2024-02-11,Active,,,,,,,,
PO0000191,PO-2024020191,2024-02-12,SUP-025,东莞碳纤维复合材料厂,M0115,RAW-CF-TUBE-16MM,16mm碳纤维管,46477,364.52,16941796.04,322.58,14992739.86,0.13,已关闭,2024-03-18,2024-03-05,16413258.85,16112066.55,月结30天,核心,低,孙八,2024-02-12,Active,,,,,,,,
PO0000200,PO-2024020200,2024-02-10,SUP-001,芯源微电子股份有限公司,M0117,PART-MOSFET-DUAL,双路MOSFET,4182,93.19,389720.58,82.47,344885.47,0.13,已收货,2024-04-15,2024-04-17,383967.05,353471.79,月结60天,战略,中,张三,2024-02-10,Active,,,,,,,,
PO0000202,PO-2024020202,2024-02-06,SUP-032,中芯国际（SMIC）,M0119,RAW-SI-WAFER-8IN,8英寸硅晶圆,28067,323.42,9077429.14,286.21,8033123.13,0.13,已关闭,2024-05-20,2024-05-06,9040521.48,8670012.31,月结90天,核心,中,李四,2024-02-06,Active,,,,,,,,
PO0000008,PO-2024030008,2024-03-24,SUP-021,索尼半导体解决方案,M0007,PART-CAM-FIX-20MP,2000万像素固定相机,2952,207.57,612746.64,183.69,542253.66,0.13,已收货,2024-06-01,2024-05-21,590211.84,583702.55,月结60天,战略,低,钱七,2024-03-24,Active,,,,,,,,
PO0000027,PO-2024030027,2024-03-05,SUP-021,索尼半导体解决方案,M0017,PART-CAM-ZOOM,变焦相机模组,2297,353.79,812655.63,313.09,719164.27,0.13,已关闭,2024-05-09,2024-05-14,787823.2,761736.29,月结60天,战略,低,赵六,2024-03-05,Active,,,,,,,,
PO0000038,PO-2024030038,2024-03-11,SUP-021,索尼半导体解决方案,M0022,PART-CAM-FPV,FPV图传相机,4217,58.89,248339.13,52.12,219769.14,0.13,已关闭,2024-05-22,2024-05-13,237420.35,218250.66,月结60天,战略,低,孙八,2024-03-11,Active,,,,,,,,
PO0000060,PO-2024030060,2024-03-30,SUP-021,索尼半导体解决方案,M0028,PART-CAM-SURVEY-42MP,4200万像素测绘相机,737,179.98,132645.26,159.27,117385.19,0.13,已关闭,2024-06-12,2024-05-25,128390.42,121080.98,月结60天,战略,低,王五,2024-03-30,Active,,,,,,,,
PO0000079,PO-2024030079,2024-03-30,SUP-042,深圳线缆连接器公司,M0032,PART-SPOTLIGHT-50W,50W强光照明灯,3138,220.04,690485.52,194.73,611049.13,0.13,已收货,2024-04-18,2024-04-06,665455.97,641038.84,月结30天,一般,低,李四,2024-03-30,Active,,,,,,,,
PO0000083,PO-2024030083,2024-03-09,SUP-025,东莞碳纤维复合材料厂,M0033,PART-FRAME-HEX-CF,六轴碳纤维机架,3059,482.61,1476303.99,427.09,1306463.71,0.13,已关闭,2024-04-07,2024-03-30,1450965.91,1338406.49,月结30天,核心,低,张三,2024-03-09,Active,,,,,,,,
PO0000157,PO-2024030157,2024-03-01,SUP-042,深圳线缆连接器公司,M0105,PART-CONN-GH-1.25-6P,GH1.25 6PIN连接器,2527,17.51,44247.77,15.5,39157.32,0.13,已收货,2024-03-30,2024-03-08,43203.91,40446.57,月结30天,一般,低,吴十,2024-03-01,Active,,,,,,,,
PO0000206,PO-2024030206,2024-03-30,SUP-032,中芯国际（SMIC）,M0119,RAW-SI-WAFER-8IN,8英寸硅晶圆,10417,306.47,3192497.99,271.21,2825219.46,0.13,已收货,2024-07-12,2024-06-30,3038092.04,2802592.34,月结90天,核心,中,吴十,2024-03-30,Active,,,,,,,,
PO0000238,PO-2024030238,2024-03-21,SUP-027,深圳铝合金精密加工厂,M0123,RAW-AL-ALLOY,铝合金材料,24115,93.2,2247518.0,82.48,1988953.98,0.13,已收货,2024-04-22,2024-04-10,2213886.77,2155296.89,款到发货,一般,低,王五,2024-03-21,Active,,,,,,,,
PO0000001,PO-2024040001,2024-04-04,SUP-021,索尼半导体解决方案,M0003,PART-CAM-FIX-12MP,1200万像素固定相机,2003,99.28,198857.84,87.86,175980.39,0.13,已关闭,2024-06-10,2024-06-05,193320.95,190640.54,月结60天,战略,低,王五,2024-04-04,Active,,,,,,,,
PO0000003,PO-2024040003,2024-04-10,SUP-021,索尼半导体解决方案,M0003,PART-CAM-FIX-12MP,1200万像素固定相机,4486,96.71,433841.06,85.58,383930.14,0.13,已关闭,2024-06-20,2024-06-13,433162.3,414933.98,月结60天,战略,低,钱七,2024-04-10,Active,,,,,,,,
PO0000014,PO-2024040014,2024-04-26,SUP-021,索尼半导体解决方案,M0012,PART-CAM-GIMBAL-1INCH,1英寸三轴云台相机,4270,156.2,666974.0,138.23,590242.48,0.13,已收货,2024-07-07,2024-06-27,634414.48,583225.46,月结60天,战略,低,赵六,2024-04-26,Active,,,,,,,,
PO0000029,PO-2024040029,2024-04-10,SUP-035,北京智能视觉科技公司,M0018,PART-AVOID-ENHANCED,增强避障系统（视觉+红外）,3605,348.67,1256955.35,308.56,1112349.87,0.13,已关闭,2024-06-02,2024-05-28,1246579.87,1180549.39,月结60天,核心,中,孙八,2024-04-10,Active,,,,,,,,
PO0000043,PO-2024040043,2024-04-06,SUP-038,深圳农业喷洒系统公司,M0026,PART-SPRAYER-16L,16升智能喷洒系统,4012,99.81,400437.72,88.33,354369.66,0.13,已关闭,2024-05-14,2024-05-02,399388.38,367748.35,月结45天,核心,低,吴十,2024-04-06,Active,,,,,,,,
PO0000053,PO-2024040053,2024-04-17,SUP-039,常州雷达测高仪制造厂,M0027,PART-RADAR-ALT,雷达测高仪,4582,512.75,2349420.5,453.76,2079133.19,0.13,已收货,2024-05-25,2024-05-16,2280757.55,2162728.25,月结30天,一般,低,李四,2024-04-17,Active,,,,,,,,
PO0000092,PO-2024040092,2024-04-16,SUP-038,深圳农业喷洒系统公司,M0035,PART-SPRAYER-20L,20升智能喷洒系统,4077,93.13,379691.01,82.42,336009.74,0.13,已收货,2024-06-03,2024-05-18,371885.92,354182.75,月结45天,核心,低,孙八,2024-04-16,Active,,,,,,,,
PO0000097,PO-2024040097,2024-04-18,SUP-025,东莞碳纤维复合材料厂,M0036,PART-FRAME-HEX-CF-HD,六轴重载碳纤维机架,2042,396.6,809857.2,350.97,716687.79,0.13,已关闭,2024-05-17,2024-05-18,808145.26,763739.54,月结30天,核心,低,张三,2024-04-18,Active,,,,,,,,
PO0000110,PO-2024040110,2024-04-28,SUP-027,深圳铝合金精密加工厂,M0095,PART-CRYSTAL-32K,32.768KHz晶振,4174,79.21,330622.54,70.1,292586.32,0.13,已关闭,2024-05-18,2024-05-10,318322.12,313068.63,款到发货,一般,低,王五,2024-04-28,Active,,,,,,,,
PO0000115,PO-2024040115,2024-04-20,SUP-001,芯源微电子股份有限公司,M0096,PART-POWER-REG-5V,5V稳压芯片,1604,380.46,610257.84,336.69,540051.19,0.13,已收货,2024-06-25,2024-06-28,588698.73,532407.73,月结60天,战略,中,吴十,2024-04-20,Active,,,,,,,,
